Symulacja
Labirynt:;labirynt 20x20.txt;Ilosc iteracji:;1000
hamsters;hamsters;gerbils;gerbils;mousedeer;mousedeer;mice;mice;rats;rats;
Labirynt:;labirynt 15x15.txt;Ilosc iteracji:;1000
hamsters;hamsters;gerbils;gerbils;mousedeer;mousedeer;mice;mice;rats;rats;
-16;-83;1;-310;-82;-6;-72;491;31;-61;
-362;-53;-221;-49;-5;-43;105;-52;-42;90;
-39;-35;-15;-162;-188;-150;-236;-125;29;-124;
-19;-27;-101;-127;-102;-227;-71;34;-163;157;
-4;-31;-121;-214;166;154;33;-11;-74;-87;
-163;38;-43;-75;-181;77;-35;323;14;34;
-84;-18;-125;-32;-46;-91;-57;-83;27;-126;
76;438;-109;-0;-38;-12;-4;-27;74;-108;
-0;16;0;-363;33;45;-38;-14;-41;-15;
32;-209;-111;-208;-30;-6;-28;-70;45;-54;
-96;-251;-76;-395;351;-117;-20;455;-25;-14;
126;96;-11;-428;-73;-26;3;-27;-75;-83;
-41;-39;-141;3;-65;-54;-17;470;-145;-9;
44;189;-14;-43;-31;-157;65;66;-33;-42;
1;-64;-325;-63;17;-62;-68;-50;25;4;
-32;200;-26;-5;-20;-57;46;-34;7;-27;
0;-17;-291;-91;-357;-25;-266;-50;24;4;
32;-30;-42;-27;-521;17;82;-199;-23;-125;
72;-87;-15;-41;27;-66;-132;-131;-11;-86;
-65;-21;-7;-232;-92;-9;-19;206;-39;-233;
226;-44;-17;-13;-100;-18;-6;-67;-56;26;
-23;-0;19;-46;-220;22;-74;86;-2;220;
-118;-39;-275;372;-449;-40;-67;-28;-37;-76;
-23;573;-52;-21;-106;49;-112;-38;8;148;
-67;-0;-142;-4;-385;-166;202;-98;88;-28;
-8;-262;-143;-144;-65;-10;-150;-66;-315;-149;
-22;37;-21;-91;-6;-141;-0;-142;-20;-54;
-189;18;-6;-7;-282;8;2;9;134;91;
-8;-79;-78;-30;-110;-143;-4;-3;-15;-52;
-57;-68;-56;-149;-32;-100;-530;-67;-33;-2;
82;42;-454;-56;-456;-94;269;4;-145;-2;
29;-76;-268;-443;-36;-128;-154;-117;-7;-113;
-47;45;-18;-28;-207;-12;-21;-5;-97;-42;
29;16;-7;-11;-14;21;258;38;-6;-29;
-85;-3;-23;-650;-75;-442;-37;40;-117;59;
-76;-0;-64;-191;-61;146;53;-37;2;-56;
-4;400;-122;1;-123;-142;-82;-8;2;-6;
53;-65;-57;-63;-15;-73;18;-71;-64;-4;
27;-38;-4;-188;-70;-83;-59;-217;-5;35;
79;-262;-326;-264;-78;-74;-132;222;-19;77;
-8;127;-21;1;-222;-188;175;-81;15;16;
-58;-55;-87;-91;-3;-184;76;-40;320;-57;
-160;-47;-196;-341;-3;-325;91;-33;-100;-22;
227;-355;-59;-11;-54;-9;-62;-334;-34;-76;
-115;-36;-20;23;-4;-5;-35;42;24;-23;
-148;-0;-28;-508;-1;-62;-26;-192;52;-318;
42;-253;-7;-24;-23;-165;-176;19;-150;-131;
-394;-93;0;-220;-94;-5;-92;-2;-19;-15;
-64;-10;-152;-148;81;-15;-8;-67;-23;-19;
223;-58;-168;-9;-178;10;-16;280;63;-177;
-3;47;-97;-243;-2;-95;110;-90;-103;-94;
-4;-91;-834;-7;-135;-90;-93;-92;-46;3;
93;-400;-81;-80;-79;-13;137;138;-22;52;
-27;-81;-267;-283;25;-44;-73;65;-19;235;
14;109;-62;-701;-166;-200;-11;-326;-64;47;
-106;-29;-281;7;-491;15;-282;10;67;13;
-10;385;-141;2;3;-37;-8;10;-142;-15;
-20;-0;-111;-39;2;-54;-70;-69;69;-44;
-39;0;-34;-23;8;-3;-130;273;35;-81;
218;-16;-114;-117;-50;-15;20;-35;4;82;
23;-13;-206;-136;-231;-10;-156;-69;-0;-71;
-46;-162;-8;-172;-525;-151;-60;-44;96;-16;
53;-41;-80;-255;-79;67;50;65;374;-1;
-18;115;-793;-144;-97;1;-100;-194;-1;-235;
51;-23;0;-24;-16;260;-13;-11;20;-137;
-117;-119;-20;-124;-26;-87;-110;37;-58;-109;
8;-39;-50;-61;-195;62;-107;18;-0;49;
-34;-44;-63;-75;-64;-62;98;-52;-55;-80;
107;-59;-69;-53;-43;-62;-145;-27;47;-35;
4;-37;-2;-62;28;-127;-5;-30;-3;-122;
151;-6;0;-0;-27;-86;-57;-65;42;-99;
22;-324;-4;-391;-305;27;120;121;-124;-22;
-78;-0;-2;-45;72;48;36;56;34;-166;
-37;-16;-103;2;-262;-153;99;579;13;34;
-21;-17;-37;-40;-0;51;286;-179;148;-41;
50;48;-4;-44;-174;-96;-51;-31;-52;114;
-32;-33;-70;-60;94;-87;21;-23;0;-174;
-74;94;-94;-107;49;50;-29;-34;71;-63;
-95;-22;-62;-63;-3;-94;-80;-82;-135;-59;
-3;15;-42;-41;-86;-40;90;39;-367;-119;
-4;-57;-345;53;-13;-139;157;-115;-24;-47;
-32;-49;-244;-243;23;-249;19;-59;14;3;
-65;80;-51;-63;-357;-312;-41;58;-40;160;
196;-52;-42;-25;-165;-43;410;-213;-14;-53;
-33;-29;-63;-24;137;-108;138;-10;-102;42;
-109;28;-210;-394;-81;-212;-56;-12;-51;-415;
10;-43;-3;-44;14;-23;-40;-37;-70;-4;
-23;0;-27;-241;-17;-10;-26;-172;-48;54;
-30;-9;-105;12;-26;-108;-2;-39;-219;-184;
-37;45;-6;-12;-248;-27;-40;13;30;-33;
-19;-108;-658;-236;-32;127;-61;-114;-73;-290;
-15;-65;-157;-75;-8;146;-52;-74;23;-24;
-50;38;-664;36;-49;2;17;131;-85;-17;
-16;288;-122;7;-328;17;-305;-82;686;18;
-200;42;-258;-63;-22;-144;40;-10;-21;-73;
-98;-16;-97;-91;-123;104;13;78;115;-99;
-227;61;-3;-9;-87;6;-21;-16;195;-133;
270;-130;-146;-145;-334;-204;-9;48;46;116;
-299;234;-146;-182;41;265;-152;11;-188;-94;
105;13;-21;-64;-4;-383;-95;-299;2;-20;
81;-251;-338;-52;-3;21;-84;-83;-22;-26;
-106;-64;-125;-131;-130;-312;48;-5;41;-107;
-108;-51;-16;-41;-249;-75;-348;-32;-141;-1;
49;-33;-4;-73;-46;234;-42;-88;-121;-53;
76;150;-89;-102;-28;-27;-20;0;-85;-11;
-320;49;-8;-17;-67;-69;-7;-116;-32;-16;
61;-169;-33;-145;59;-6;-30;154;16;-34;
56;47;-89;-146;-10;-145;-324;-93;-40;-53;
484;-79;-15;-91;-58;-17;-61;54;-57;9;
63;-27;-186;-209;-30;-511;-29;-80;-0;37;
-2;125;-21;-24;-70;126;-984;-95;-19;-92;
-18;56;-112;-7;14;0;-17;-180;92;39;
-16;-14;-720;-24;-90;-220;26;75;162;-103;
-1;243;-153;15;-73;16;-0;-27;-158;-38;
20;-647;-48;-40;-41;-371;-113;229;18;54;
50;235;-148;18;-48;-26;-49;84;-61;-196;
-12;-130;-599;-10;-77;-79;-80;-171;-22;-23;
13;260;-198;-197;-31;-7;273;274;271;-20;
-164;-137;-112;11;-170;-224;264;-5;25;-70;
-652;-15;-298;-68;40;-67;-13;2;-14;-9;
9;0;-245;55;199;-214;26;-119;133;128;
-41;-103;-17;0;22;127;-11;185;220;26;
-244;62;-32;-124;157;-49;-59;158;-101;-141;
230;-29;-20;-24;-163;-966;-33;-109;8;-26;
-91;51;-45;-44;422;-123;-178;194;-33;56;
-94;-62;-217;-216;-56;-5;31;-110;134;-16;
-17;-45;-105;-37;-7;-423;-15;97;14;15;
-58;51;-59;-122;-22;116;134;-149;-32;-95;
-61;12;135;-19;10;136;-306;-18;-12;73;
-41;22;-190;-32;306;-81;-22;-7;-121;-62;
-19;-61;-11;-580;-67;-207;-15;-26;14;-20;
-35;8;-8;-15;-22;-42;-38;-81;-175;88;
-65;-68;-28;-242;-29;-90;-285;148;-30;-69;
140;-18;-15;-191;-19;155;-39;2;-52;3;
70;113;-245;-8;-31;-81;51;-27;54;57;
-43;-107;-345;24;-68;-279;-103;-55;-44;43;
-76;29;-52;-45;-3;-53;-100;-39;-44;30;
-156;-63;-140;-69;-141;-0;369;-348;264;-52;
184;68;-49;0;-19;-328;121;202;-0;-145;
-32;10;-6;-5;17;-33;138;73;69;-184;
431;5;-235;-18;118;-266;-59;-225;-209;-61;
-17;255;-144;-146;1;-563;59;-0;-104;293;
85;-9;-71;-86;-83;-110;108;-84;-0;31;
-52;-70;-277;-87;-86;46;-798;-45;-15;3;
6;17;-231;4;-129;20;52;98;122;-66;
-65;-61;-58;-57;-64;-14;-67;-66;1;147;
-126;207;21;-255;-124;-151;29;108;18;109;
38;-115;-9;-273;-138;-194;-85;36;-63;-75;
-8;-47;-31;-185;-40;-46;-58;-51;29;24;
35;-27;-506;-194;-240;305;148;42;-130;143;
64;-94;-0;-133;-10;-9;-100;156;-107;-8;
52;-43;0;-5;5;47;9;10;-8;48;
-28;10;-612;-6;13;-170;332;-10;84;125;
-103;-91;-253;-395;-259;-51;-5;-75;77;7;
26;-4;-468;-168;57;-377;2;-39;-107;-28;
-49;76;-20;-100;-108;-202;-22;-17;-71;-131;
-28;-32;-268;-44;-133;15;-25;-79;-84;-254;
-62;42;-49;-517;-325;38;-7;-39;-52;-40;
-0;-56;-5;-23;94;-9;-51;490;11;-31;
-36;-29;-894;-258;-30;-370;-60;-16;157;16;
-42;-15;-80;-548;-99;-19;-38;-2;-54;-78;
-59;-55;-113;-0;0;27;319;-108;-9;-60;
117;-286;-94;-14;-202;-85;-69;525;-47;62;
-21;-3;-35;-17;606;-161;224;33;-80;-60;
-55;-49;-366;-333;-48;-22;72;-149;-152;-2;
82;-170;0;-43;-31;-24;-28;-180;117;-4;
-60;-31;-91;-95;16;-384;39;302;-25;-127;
238;-250;-535;25;-5;-232;-0;-198;0;-266;
63;239;2;-41;-42;-174;-53;-43;181;51;
5;-314;-13;-41;-47;-196;71;-19;-42;0;
133;-26;-317;-38;-55;583;141;-25;-17;-421;
29;-382;-182;-17;-46;-25;-309;-74;-82;-236;
-60;81;-36;-0;-11;0;-23;-66;-34;-38;
-97;-28;-213;-2;-57;-521;-199;319;-23;-24;
-6;-85;-239;-238;-21;-86;3;24;-50;-189;
-9;-102;-48;-114;-135;-3;-29;288;-0;-180;
175;-47;-105;-275;-70;-80;383;-155;105;171;
-11;19;28;-93;-941;-82;185;44;-60;61;
3;-152;-284;-79;-44;-78;-86;25;-45;139;
-66;-3;-44;-76;-27;6;-58;522;-42;-73;
28;-42;-43;-16;-147;-7;3;-50;117;36;
-82;-31;-287;-386;-36;69;26;-42;73;-44;
39;-106;-190;-42;-287;5;83;761;-78;9;
6;11;-138;-929;-191;-192;0;291;17;-224;
10;87;-35;27;28;6;-210;-214;0;-327;
-45;-81;-48;-131;-82;-85;6;-105;-68;41;
44;28;-17;-114;-197;-68;-176;26;-20;-41;
-125;-49;-103;-229;-102;41;-155;-69;42;-18;
107;-14;20;-49;21;-38;-19;27;-276;-148;
36;-167;-9;-177;-190;-180;23;-94;48;-135;
31;-8;-67;-66;-346;27;-171;-56;-102;-65;
91;-137;3;-110;126;32;-0;239;-85;293;
-16;-6;-96;59;172;-114;26;-13;-10;38;
-60;22;-102;-61;-147;-254;-33;45;-32;-0;
30;-258;-46;-192;14;-0;-64;20;21;25;
-99;-10;3;-27;70;4;-45;77;197;-98;
-150;-36;-107;-39;190;-32;90;-53;-138;-34;
-26;-16;-34;-19;24;-30;-169;-25;-198;13;
-118;2;-328;-206;-25;-69;-145;-24;-338;-19;
-5;-8;1;-10;-40;202;0;0;51;-28;
-78;-36;-58;-71;-45;-147;-286;-160;-4;-105;
-4;-36;-84;-0;-220;-68;-15;70;-49;-14;
-48;-28;-66;-62;-92;-143;-83;12;-42;34;
56;-98;-97;-32;88;-31;-126;-127;58;195;
-16;15;-465;-13;3;-130;-93;19;-15;-90;
-52;-74;-449;-79;125;-94;69;-97;43;48;
-70;-1;-105;-167;-276;634;-36;-111;39;84;
113;27;-33;-275;-5;10;28;-116;-3;-112;
-5;-122;-875;-47;-21;1;-48;126;-50;3;
70;12;-105;-32;-12;-51;-77;-70;63;-25;
-26;-234;-25;-68;600;-24;-59;-1;-27;-63;
-37;-3;-181;-968;-112;-76;-25;-17;-73;37;
18;-7;-45;-20;-66;-635;23;-133;-171;-119;
-15;-140;-139;-14;-4;211;-39;89;21;-435;
176;-58;-51;-308;-189;205;-66;-2;75;35;
-10;-45;-48;-47;-43;-76;-60;9;-242;71;
-32;56;-47;-49;-97;-323;232;-129;-4;-111;
19;-36;-45;31;-44;-50;-61;-49;-203;32;
33;31;-2;-30;-56;-39;-132;-28;-153;66;
-148;-4;-28;-139;-149;24;9;-5;-17;30;
-185;-5;-54;-2;-92;-19;1;56;126;-0;
139;-221;-127;-223;107;-643;-59;-63;-43;-17;
101;-39;-33;-61;-40;-3;-98;-6;-273;-54;
-38;49;-23;-48;-172;-194;-44;-24;-137;290;
1;-44;-88;-4;-43;-40;-42;-167;137;-59;
31;-52;-140;-139;-135;-75;-32;-89;0;84;
-65;-1;-276;-27;-274;-111;36;-30;-26;-11;
-26;-24;-59;-40;-93;-21;-99;-95;-100;-60;
-28;24;-36;-135;-40;-97;61;-39;63;78;
110;15;-49;-9;-32;-59;-188;-13;95;121;
2;41;31;-23;-96;11;-45;-44;-55;313;
154;-19;-29;-56;-75;281;156;157;-5;-58;
-198;190;-133;-162;339;44;61;30;-134;137;
129;-29;-714;-715;-72;-202;-28;0;15;-193;
-21;-7;-333;-25;-115;-463;-106;-161;1;-94;
-29;-113;-37;-21;-105;124;-60;-1;-66;-23;
-85;85;-234;-3;-38;-55;83;-152;-84;23;
150;21;-50;-19;-76;0;311;61;104;-25;
-100;25;-26;-105;-25;-34;-110;-27;-144;-33;
132;-6;-174;-37;0;37;-71;111;-47;1;
57;22;-45;-68;-206;-3;54;55;3;4;
-81;-35;-4;-78;36;-80;-90;70;-79;-55;
-108;-69;-377;-113;-3;-138;-142;105;-80;95;
-126;-20;-15;-124;-155;-52;-40;20;-12;21;
-247;-36;-332;-9;-145;-246;38;35;-22;-20;
85;11;-31;-116;277;-22;164;-30;-315;93;
46;-41;-145;-673;0;-40;-218;-7;-39;-76;
164;98;-119;-41;-418;19;-7;58;-3;-40;
-144;-12;-225;-220;-0;2;74;-18;-88;-245;
-6;-90;18;-137;-23;8;-49;13;-11;66;
-40;-41;-17;-299;-25;-51;-71;-16;-48;233;
138;-20;-123;-34;536;-201;220;-64;85;-8;
-59;20;-34;-76;-31;-275;-47;-93;-121;-46;
-26;-114;-1;2;-24;136;-104;5;166;172;
236;-16;15;-186;-26;73;3;1;84;-1;
-188;11;3;-155;-54;-146;-43;-230;-5;434;
-154;-64;-20;-197;-551;172;-31;17;-143;-17;
0;-36;-154;-260;-40;20;-3;-60;-68;-59;
5;-13;-34;-33;-25;-12;-54;6;-51;-46;
-56;17;-196;-195;-2;91;-81;-80;176;59;
235;-37;-56;-43;-2;106;-0;-1;-54;-57;
24;-142;-171;-189;-262;-143;160;128;20;6;
-251;-226;-5;-255;0;-36;-127;-35;87;-125;
-14;45;-13;-424;-24;-86;-0;-134;2;-11;
-23;36;-307;-319;-208;108;28;-86;-31;15;
-118;-52;-43;-235;-13;-102;-47;-42;2;18;
-116;-52;-6;-113;-8;514;-43;-86;-112;15;
138;-19;-0;-13;-89;12;-103;-104;-75;-102;
-51;-62;-38;-772;-64;-55;77;4;-54;78;
-4;-352;-14;-344;-5;-120;-142;2;30;72;
-28;41;-64;-27;-24;-46;0;3;59;-47;
-162;-25;-6;1;-9;-227;-5;-85;-43;-8;
-31;-155;-5;-14;-18;-344;-19;107;149;402;
157;-175;-15;-41;-24;87;-85;623;-80;173;
22;20;-11;-19;-22;68;-10;-26;-146;-5;
-50;60;-49;-20;-36;-99;-305;172;-146;-29;
-168;450;1;-126;-11;-16;-227;-127;-310;28;
-8;25;-33;-42;118;-295;88;-186;-128;-43;
-201;43;-30;-104;-105;-71;-29;4;-2;-22;
15;-59;-57;-13;-621;-58;20;36;-122;127;
-49;-83;-15;-3;48;-61;0;-67;-94;-120;
-102;73;-534;-220;-5;-190;-114;-49;-21;-30;
-18;64;-17;-85;-790;-364;93;316;-43;66;
-5;-25;-48;-3;-11;515;-14;-13;189;17;
77;6;-240;-35;21;-26;-16;-50;151;-49;
-113;-0;-238;-248;-20;-11;-3;-21;-109;76;
41;5;-51;-442;-52;-66;-62;-27;136;39;
-25;-151;-52;-53;-201;-71;-27;-22;23;250;
-51;-33;-15;-88;-76;-77;-27;10;-32;-5;
97;-129;-188;-195;-30;-38;-12;-44;-187;-24;
75;-84;-59;-89;-15;232;42;86;-74;12;
99;540;2;-75;5;-5;33;-9;-57;-128;
177;30;-56;-31;-11;-18;-141;49;25;-142;
-51;245;-61;-48;6;134;-186;-35;-6;4;
221;-61;-24;-14;-113;-176;-154;-23;-47;17;
-87;-41;-7;-134;-45;-40;-120;-22;-323;-27;
-24;9;-23;-52;325;4;-16;-41;99;-15;
-427;-167;-137;-67;233;-138;-122;6;-17;66;
4;-1;-185;-201;-382;-9;-19;0;-75;-0;
-204;172;-69;-0;-173;27;-23;-62;-8;-19;
-105;-2;-21;-10;-47;295;-92;101;357;-33;
-136;15;-392;-15;-10;-574;345;-24;-317;165;
7;1;-103;-29;-11;27;28;-100;-62;-102;
-93;-129;42;-23;219;0;-2;-344;-13;69;
2;4;-93;-27;-750;-287;-183;-6;-64;-65;
571;36;-51;-0;-87;-8;-12;-63;-65;31;
-21;-52;-77;-63;-48;-16;-146;-154;-215;-307;
134;22;-51;-15;19;-258;114;72;142;-67;
-2;-11;-50;-248;-87;-4;-335;-40;15;-5;
7;227;-29;-216;-1;-99;-98;10;71;8;
-2;-181;-71;-56;-43;-62;39;4;12;-20;
-14;-52;-313;-193;-46;-33;-51;-99;30;-13;
-165;200;-77;42;-166;-391;-99;37;-164;116;
82;-68;-111;-129;64;-94;-110;-99;41;3;
-24;-23;-84;-86;-3;-217;-25;21;-365;-83;
10;118;-96;-100;-33;-107;-51;0;-364;6;
-115;68;-190;-189;-218;-22;-16;-78;-17;-58;
28;-76;-47;-267;180;-62;-66;-61;15;74;
191;-140;-70;-12;-76;-393;-44;-66;-53;-611;
-59;-31;-68;-67;-44;-9;-116;-3;-51;83;
-8;-6;-57;-106;113;0;-498;-497;-70;138;
47;-50;-19;-238;-5;-2;-29;-1;51;-30;
-305;-0;-285;-51;-75;-343;-150;113;-80;-119;
43;-90;-41;-37;-20;11;-1;-196;-4;-45;
-77;121;-133;-25;-9;-130;-2;-158;-58;-57;
69;-1;-397;-345;-810;475;-30;-29;-134;-12;
23;-109;-10;-120;-188;-19;363;46;-121;129;
-28;13;-300;-18;-204;-111;-69;-65;2;32;
97;-263;-253;-262;-86;-1;-140;241;-23;16;
-131;-94;-83;-44;-81;22;-55;-14;-82;33;
162;-0;-118;-114;-216;-57;-7;44;-298;-6;
-2;-180;-59;-23;-6;-104;27;25;62;23;
-106;-95;-105;-118;81;51;-16;-3;52;-112;
-165;-90;-104;-65;28;-51;-1;2;-64;-103;
32;-99;-14;-41;-100;24;-21;-75;11;-70;
-20;-34;-182;-266;-85;-99;-32;-148;-22;-100;
-71;-9;-105;-24;-231;-147;-8;-299;70;-142;
-377;1;-58;-61;-78;-550;-93;-139;35;-60;
137;-30;-62;-4;239;-156;-181;-17;-1;32;
19;35;-163;-25;90;33;30;-99;-93;-305;
-48;-38;-15;-53;-9;-20;-14;-47;-18;-74;
-300;15;-182;-190;120;-77;121;124;11;-332;
-16;-189;-74;-20;-190;-49;125;-84;-218;-21;
60;-9;-320;-319;-4;-294;-197;-13;-127;-108;
148;-53;-316;-225;-48;-18;-42;-41;-87;-64;
-112;-64;41;-70;-158;-135;-15;42;-62;-63;
-201;-8;-437;-69;0;-651;59;-10;347;-415;
106;-117;68;-12;-2;-126;-132;244;80;374;
-73;-573;2;-104;-29;-6;-62;-10;-61;-5;
-19;-225;-73;-155;-65;-18;-165;-22;456;-13;
-242;-113;-16;-46;-19;-71;91;37;21;-23;
-9;44;-8;-429;-35;-33;25;-24;-271;29;
-168;-41;0;-148;-15;13;37;-52;17;-110;
-142;26;-47;-17;284;-238;0;56;-45;-28;
98;-115;-420;-58;-49;-37;-105;-57;-102;125;
233;-136;-103;-17;-60;112;-171;113;-143;481;
-22;387;-143;-148;-24;-162;341;-23;-0;-205;
42;-4;-220;-126;75;-104;5;-80;109;-51;
-69;-68;-107;-32;-44;-11;-53;-0;72;-1;
36;-430;-51;-63;-52;-54;3;1;132;-93;
-98;5;-58;-79;-175;-319;68;-381;-19;-21;
-27;4;-173;-67;-18;80;158;-17;104;-32;
-105;-101;-199;-454;-448;-184;62;-104;-158;-102;
-115;-17;2;-116;4;-114;41;-22;-36;-126;
46;-95;-148;-135;-364;-67;-246;-310;-24;-41;
-57;-24;-244;1;-7;-230;22;-23;73;-22;
300;93;-88;-87;298;-328;184;91;8;-86;
4;-18;1;-272;36;-49;-33;-123;-56;-30;
-53;31;2;-128;659;-69;-82;-39;0;-88;
0;-1;-106;-21;-99;-108;-57;-28;-3;-119;
-31;-10;-19;-16;-153;-24;-66;-62;633;-8;
26;-89;-137;-81;7;-223;-13;187;-55;76;
-51;-88;-811;-222;-73;-86;-109;-22;-77;-72;
-251;-118;-213;-212;-139;46;4;321;-141;61;
-60;138;-254;-62;-944;8;80;135;24;-58;
117;-21;-168;-172;-126;9;-0;-44;-124;-49;
262;-89;-48;35;-0;44;-120;263;45;50;
8;-293;-61;-84;0;-66;4;22;-194;-217;
123;-90;-148;-74;-73;-160;124;-64;-120;-26;
110;-63;-55;41;-135;-62;37;-0;82;83;
137;-7;-37;-217;21;-36;17;-0;471;81;
103;104;0;-217;8;-0;-24;9;-23;315;
101;-6;-66;-107;-264;-72;-117;-45;-39;-40;
72;-21;-29;-30;-200;162;-66;-67;135;-65;
-1;52;-698;-277;-7;270;193;316;226;-143;
7;-6;-100;-113;-16;-24;80;-5;-101;-112;
-46;270;-65;-43;29;-33;0;-31;-64;2;
-45;-228;-19;-29;-195;-110;-4;-10;76;-113;
-75;-30;-17;-48;-67;-73;-62;39;93;46;
46;-32;-47;-33;-55;-62;822;-219;-57;6;
-5;-57;-148;-147;-25;-64;-100;-0;-62;-125;
6;-33;-201;-209;-77;-369;-108;347;-0;-57;
-99;-45;-19;-164;-125;116;-96;113;-109;-552;
0;-13;-43;-18;-58;-7;-189;66;-16;63;
-26;-65;-43;-117;-16;-220;-8;233;-75;-81;
-19;-4;-5;-53;-58;-35;-266;172;-70;36;
-20;-25;-89;-93;19;166;-39;17;26;22;
-15;-41;-479;-247;-110;144;-12;-84;-168;-121;
-41;11;-80;-182;-38;-183;571;-40;-19;157;
173;188;-519;-127;-23;-113;-54;10;-21;-53;
-118;6;-104;-101;-117;-228;107;-142;-3;-119;
-37;121;-211;-18;-96;315;-283;50;48;159;
-214;42;-19;-42;-211;-47;-29;128;6;46;
207;443;-197;61;-103;-165;7;-5;-6;-20;
-60;-127;-414;-9;-370;152;27;12;-48;153;
0;-11;-20;-229;-76;-136;-95;-15;-146;-75;
0;7;-236;-826;-298;-33;124;93;202;-11;
-86;-73;-36;-178;-156;-40;-146;-108;-46;-72;
-448;105;-112;19;157;-253;65;-118;-0;-5;
-21;-51;-33;-85;-80;-72;-664;-92;-91;18;
72;-66;-14;-266;-101;0;-123;4;-6;144;
19;-45;-71;0;189;-90;905;52;-91;-138;
-42;-25;-168;-566;-231;-55;-48;-41;-94;-15;
-157;-155;-9;-261;368;21;380;441;-19;-343;
6;-47;-20;-21;-247;-40;116;-187;-0;-38;
-19;-0;-20;-33;-27;-63;182;-7;-66;-38;
-57;-87;-78;-63;-602;-22;46;44;-24;-86;
25;-85;-349;-206;-14;13;22;-7;-155;43;
-185;-6;-153;-13;-7;38;-191;2;-45;-18;
-4;-296;-10;-146;-67;-221;84;96;-71;71;
11;14;-28;-172;-108;12;64;16;-144;-110;
159;11;-46;-166;9;620;-68;-15;-278;-240;
-8;-15;-49;-57;-60;-199;-136;52;-9;13;
10;-13;-126;-140;-21;-32;145;-69;-115;351;
-17;-22;-31;-129;-50;-81;-21;121;9;-16;
-73;239;-395;-21;-31;-120;367;15;-78;-37;
-116;-2;-521;-170;8;3;36;69;-8;260;
-81;-119;-133;-32;-31;18;102;19;-123;-248;
212;46;-33;-320;-312;-40;-178;-0;-142;-5;
-176;-148;-291;-60;-236;-69;-152;-2;-103;-59;
22;-111;-999;-79;-150;-565;-27;-125;-33;-2;
65;173;-254;-1;-207;-253;-120;-169;-19;-34;
49;-33;-131;-0;-23;-481;-249;146;-34;-251;
389;-25;-74;-140;-32;86;-0;67;80;-145;
20;1;-145;-144;-161;-44;-74;-7;-81;103;
-67;-131;-96;-75;-29;-55;-20;-47;27;-101;
-247;155;-11;-73;-5;-35;-89;129;-301;105;
267;11;-38;-27;-51;0;-58;4;-15;-0;
32;221;-172;-201;-18;-115;216;-62;78;-14;
193;-12;-147;-121;-163;-34;-54;-13;-55;-134;
1;-70;-136;-69;-51;-72;130;-18;-29;13;
164;-15;-225;-23;-46;-17;-16;-61;161;3;
-25;21;-52;-50;-34;-100;77;124;-19;-35;
-52;64;-82;-78;0;109;-83;-93;-23;-79;
174;96;-25;-76;-74;16;-271;-282;1;-152;
129;69;-73;-47;-109;-34;97;59;-331;-35;
13;-55;-276;-91;-40;-86;69;11;-34;-57;
-197;-31;-172;-70;-143;-218;160;169;-5;-56;
-100;12;21;-242;-192;31;-92;-263;-113;91;
-149;44;-8;-57;7;-40;-475;5;-39;-45;
-357;-6;-110;-56;5;-341;-20;20;-97;63;
131;-14;-7;-79;-137;298;57;-612;-4;12;
75;33;-871;-22;54;-35;136;-39;-114;67;
-164;-28;-15;-167;-22;-97;-7;-27;11;-8;
-47;-7;-64;0;-258;-46;-57;-132;100;2;
-25;-163;-46;-8;-0;-11;40;152;-19;-113;
51;25;-63;-59;-16;-62;-4;38;11;-53;
25;12;-80;-91;-32;577;51;381;-35;-81;
-42;-41;-308;-252;-128;-82;97;-4;-222;31;
-41;351;-62;-93;-118;-36;201;-121;-171;-29;
-83;10;-66;-491;-31;-205;-0;112;94;3;
-15;-17;-8;-543;21;-288;59;3;-118;-12;
2;67;-125;15;0;-6;101;98;63;102;
-65;-169;-95;-69;-88;-25;11;-344;9;-24;
-20;-144;-15;-115;-387;-1;-58;157;-155;-76;
-48;11;-0;-47;-180;-181;57;54;-177;-121;
90;-133;-92;-90;-312;-989;190;-26;-27;-137;
-96;-103;-6;-222;-30;-22;-1;-49;-154;-221;
-0;32;51;-156;-26;-75;92;-82;-39;-81;
31;-80;0;-227;-190;669;-131;-8;-37;-584;
-29;-38;-39;-85;-238;-19;18;-109;-52;-135;
-12;-33;-53;-62;-45;-42;-107;-8;81;17;
-67;-51;-1;-46;-80;-83;11;203;-93;-49;
-14;27;22;-179;-180;-113;-130;-184;-7;25;
-85;-77;-39;-147;-104;-470;-117;-14;-42;-206;
307;-16;-69;-490;6;-3;-115;-40;-82;60;
305;-40;-11;-45;-204;-2;-12;-44;34;-19;
37;-31;-109;-119;-25;551;-121;123;-131;-45;
194;-149;-384;-203;-64;-63;-192;-191;0;5;
-62;-373;-15;-88;-9;-3;-191;32;-1;-55;
13;90;-361;-33;-47;-10;-28;-6;-126;-52;
-130;56;-6;-112;138;0;-414;-37;37;-123;
42;-3;-63;-96;-698;-22;127;-41;-44;-14;
19;-64;-2;-118;-97;-76;-65;-5;-75;66;
-22;33;-262;-42;-41;-38;20;-54;23;-188;
-126;-10;-158;-47;54;-27;46;0;-70;-43;
-11;1;-88;-21;-42;-432;-69;-0;175;-28;
30;-68;-115;-528;-15;-16;191;2;-33;-20;
-189;4;-30;-11;11;-70;12;-37;19;-12;
-249;33;-10;-335;-88;54;52;-118;-239;69;
